NO.	Time	Interval	Indoor Temperature(°C)	Indoor Humidity(%)	Outdoor Temperature(°C)	Outdoor Humidity(%)	Relative Pressure(mmHg)	Absolute Pressure(mmHg)	Wind Speed(m/s)	Gust(m/s)	Wind Direction	DewPoint(°C)	WindChill(°C)	Hour Rainfall(mm)	24 Hour Rainfall(mm)	Week Rainfall(mm)	Month Rainfall(mm)	Total Rainfall(mm)
 2058	 2018-01-06 08:41:17	 120	 0.6	 76	 -3.5	 30	 757.8	 752.5	 0.7	 1.0	 N	 -18.6	 -3.5	 0.00	 0.00	 14.10	 12.00	 297.00
 2059	 2018-01-06 10:41:17	 120	 0.3	 76	 -4.0	 31	 758.6	 753.3	 1.0	 1.4	 N	 -18.7	 -4.0	 0.00	 0.00	 14.10	 12.00	 297.00
 2060	 2018-01-06 12:41:17	 120	 0.1	 76	 -4.1	 33	 760.1	 754.7	 0.7	 1.0	 N	 -18.0	 -4.1	 0.00	 0.00	 14.10	 12.00	 297.00
 2061	 2018-01-06 14:41:17	 120	 -0.2	 77	 -4.3	 36	 761.3	 756.0	 1.4	 1.7	 NW	 -17.2	 -4.3	 0.00	 0.00	 14.10	 12.00	 297.00
 2062	 2018-01-06 16:41:17	 120	 -0.3	 77	 -5.0	 41	 763.5	 758.2	 0.3	 0.7	 N	 -16.2	 -5.0	 0.00	 0.00	 14.10	 12.00	 297.00
 2063	 2018-01-06 18:41:17	 120	 -0.3	 77	 -0.5	 28	 764.6	 759.3	 1.7	 2.7	 WNW	 -16.8	 -0.5	 0.00	 0.00	 14.10	 12.00	 297.00
 2064	 2018-01-06 20:41:17	 120	 -0.3	 76	 -2.2	 23	 766.4	 761.1	 1.7	 2.7	 NW	 -20.6	 -2.2	 0.00	 0.00	 14.10	 12.00	 297.00
 2065	 2018-01-06 22:41:17	 120	 -0.5	 76	 -3.6	 25	 768.7	 763.4	 1.0	 2.0	 NW	 -20.8	 -3.6	 0.00	 0.00	 14.10	 12.00	 297.00
 2066	 2018-01-07 00:41:17	 120	 -0.8	 75	 -6.3	 39	 770.6	 765.3	 1.4	 2.0	 SE	 -18.0	 -6.3	 0.00	 0.00	 0.00	 12.00	 297.00
 2067	 2018-01-07 02:41:17	 120	 -1.2	 77	 -6.9	 45	 773.0	 767.7	 0.0	 0.3	 W	 -16.9	 -6.9	 0.00	 0.00	 0.00	 12.00	 297.00
 2068	 2018-01-07 04:41:17	 120	 -1.6	 76	 -4.1	 40	 775.4	 770.0	 1.4	 2.0	 NW	 -15.7	 -4.1	 0.00	 0.00	 0.00	 12.00	 297.00
 2069	 2018-01-07 06:41:17	 120	 -1.9	 76	 -6.4	 36	 776.6	 771.3	 0.0	 0.3	 SE	 -19.0	 -6.4	 0.00	 0.00	 0.00	 12.00	 297.00
 2070	 2018-01-07 08:41:17	 120	 -2.2	 72	 -8.5	 43	 777.9	 772.6	 0.7	 1.0	 SE	 -18.9	 -8.5	 0.00	 0.00	 0.00	 12.00	 297.00
 2071	 2018-01-07 10:41:17	 120	 -2.6	 72	 -9.6	 46	 778.9	 773.6	 1.0	 1.4	 E	 -19.1	 -9.6	 0.00	 0.00	 0.00	 12.00	 297.00
 2072	 2018-01-07 12:41:17	 120	 -3.0	 72	 -9.7	 48	 779.3	 773.9	 1.0	 1.4	 SE	 -18.7	 -9.7	 0.00	 0.00	 0.00	 12.00	 297.00
 2073	 2018-01-07 14:41:17	 120	 -3.4	 73	 -8.1	 49	 779.9	 774.6	 0.7	 1.4	 E	 -16.9	 -8.1	 0.00	 0.00	 0.00	 12.00	 297.00
 2074	 2018-01-07 16:41:17	 120	 -3.5	 73	 0.7	 50	 779.8	 774.5	 2.0	 4.4	 W	 -8.5	 -0.9	 0.00	 0.00	 0.00	 12.00	 297.00
 2075	 2018-01-07 18:41:17	 120	 -2.8	 72	 1.1	 22	 778.7	 773.3	 3.1	 5.4	 SW	 -18.3	 -3.5	 0.00	 0.00	 0.00	 12.00	 297.00
 2076	 2018-01-07 20:41:17	 120	 -2.2	 71	 2.0	 24	 778.1	 772.8	 1.7	 4.1	 SE	 -16.5	 2.0	 0.00	 0.00	 0.00	 12.00	 297.00
 2077	 2018-01-07 22:41:17	 120	 -1.8	 75	 2.3	 32	 778.4	 773.1	 2.7	 5.4	 S	 -12.7	 -1.2	 0.00	 0.00	 0.00	 12.00	 297.00
 2078	 2018-01-08 00:41:17	 120	 -1.5	 75	 3.0	 37	 778.7	 773.4	 1.4	 2.4	 SW	 -10.3	 3.0	 0.00	 0.00	 0.00	 12.00	 297.00
 2079	 2018-01-08 02:41:17	 120	 -1.2	 74	 3.0	 42	 779.0	 773.6	 1.7	 3.1	 SW	 -8.7	 3.0	 0.00	 0.00	 0.00	 12.00	 297.00
 2080	 2018-01-08 04:41:17	 120	 -1.0	 73	 2.9	 39	 779.7	 774.4	 0.3	 0.7	 E	 -9.7	 2.9	 0.00	 0.00	 0.00	 12.00	 297.00
 2081	 2018-01-08 06:41:17	 120	 -0.8	 73	 3.3	 46	 781.2	 775.9	 0.7	 1.0	 S	 -7.2	 3.3	 0.00	 0.00	 0.00	 12.00	 297.00
 2082	 2018-01-08 08:41:17	 120	 -0.6	 73	 2.9	 48	 781.5	 776.2	 0.3	 1.0	 SW	 -7.0	 2.9	 0.00	 0.00	 0.00	 12.00	 297.00
 2083	 2018-01-08 10:41:17	 120	 -0.6	 73	 1.7	 53	 782.1	 776.8	 0.0	 0.3	 S	 -6.9	 1.7	 0.00	 0.00	 0.00	 12.00	 297.00
 2084	 2018-01-08 12:41:17	 120	 -0.6	 73	 1.3	 61	 782.4	 777.1	 1.0	 1.4	 E	 -5.4	 1.3	 0.00	 0.00	 0.00	 12.00	 297.00
 2085	 2018-01-08 14:41:17	 120	 -0.6	 73	 -0.5	 65	 783.2	 777.8	 1.4	 1.7	 E	 -6.3	 -0.5	 0.00	 0.00	 0.00	 12.00	 297.00
 2086	 2018-01-08 16:41:17	 120	 -0.7	 73	 1.9	 70	 783.7	 778.4	 0.7	 1.0	 E	 -3.0	 1.9	 0.00	 0.00	 0.00	 12.00	 297.00
 2087	 2018-01-08 18:41:17	 120	 -0.3	 73	 4.3	 51	 783.7	 778.4	 1.0	 1.4	 E	 -4.9	 4.3	 0.00	 0.00	 0.00	 12.00	 297.00
 2088	 2018-01-08 20:41:17	 120	 0.0	 73	 4.8	 44	 783.4	 778.1	 0.3	 1.0	 SW	 -6.4	 4.8	 0.00	 0.00	 0.00	 12.00	 297.00
 2089	 2018-01-08 22:42:17	 121	 0.1	 73	 1.6	 54	 783.6	 778.3	 0.3	 0.7	 E	 -6.7	 1.6	 0.00	 0.00	 0.00	 12.00	 297.00
 2090	 2018-01-09 00:42:17	 120	 0.0	 73	 0.9	 66	 784.1	 778.7	 1.7	 2.4	 E	 -4.7	 0.9	 0.00	 0.00	 0.00	 12.00	 297.00
 2091	 2018-01-09 02:42:17	 120	 -0.2	 73	 -0.8	 71	 784.3	 779.0	 0.7	 1.0	 E	 -5.4	 -0.8	 0.00	 0.00	 0.00	 12.00	 297.00
 2092	 2018-01-09 04:42:17	 120	 -0.4	 73	 -1.3	 73	 784.7	 779.3	 0.7	 1.4	 E	 -5.5	 -1.3	 0.00	 0.00	 0.00	 12.00	 297.00
 2093	 2018-01-09 06:42:17	 120	 -0.6	 74	 -1.3	 73	 784.7	 779.4	 0.0	 0.3	 E	 -5.5	 -1.3	 0.00	 0.00	 0.00	 12.00	 297.00
 2094	 2018-01-09 08:42:17	 120	 -0.7	 74	 0.4	 73	 784.1	 778.8	 0.7	 1.0	 E	 -3.9	 0.4	 0.00	 0.00	 0.00	 12.00	 297.00
 2095	 2018-01-09 10:42:17	 120	 -0.7	 74	 1.7	 74	 783.8	 778.4	 1.0	 1.4	 SE	 -2.4	 1.7	 0.30	 0.30	 0.30	 12.30	 297.30
 2096	 2018-01-09 12:42:17	 120	 -0.6	 74	 1.6	 74	 783.2	 777.8	 0.7	 1.0	 E	 -2.5	 1.6	 0.00	 0.30	 0.30	 12.30	 297.30
 2097	 2018-01-09 14:42:17	 120	 -0.4	 74	 1.5	 74	 782.9	 777.6	 0.3	 0.7	 E	 -2.6	 1.5	 0.00	 0.30	 0.30	 12.30	 297.30
 2098	 2018-01-09 16:42:17	 120	 -0.2	 74	 1.0	 73	 782.7	 777.4	 0.7	 1.0	 N	 -3.3	 1.0	 0.00	 0.30	 0.30	 12.30	 297.30
 2099	 2018-01-09 18:42:17	 120	 0.0	 73	 0.3	 74	 781.8	 776.5	 2.0	 3.4	 NE	 -3.8	 -1.3	 0.00	 0.30	 0.30	 12.30	 297.30
 2100	 2018-01-09 20:42:17	 120	 0.4	 73	 0.7	 73	 780.5	 775.1	 1.0	 1.7	 NE	 -3.6	 0.7	 0.00	 0.30	 0.30	 12.30	 297.30
 2101	 2018-01-09 22:42:17	 120	 0.2	 73	 -0.9	 70	 778.9	 773.6	 1.4	 3.4	 ENE	 -5.7	 -0.9	 0.00	 0.30	 0.30	 12.30	 297.30
 2102	 2018-01-10 00:42:17	 120	 0.0	 73	 -1.4	 67	 778.0	 772.7	 1.0	 1.4	 E	 -6.7	 -1.4	 0.00	 0.00	 0.30	 12.30	 297.30
 2103	 2018-01-10 02:42:17	 120	 -0.3	 74	 -1.6	 62	 777.2	 771.9	 1.0	 1.4	 NE	 -7.9	 -1.6	 0.00	 0.00	 0.30	 12.30	 297.30
 2104	 2018-01-10 04:42:17	 120	 -0.5	 74	 -1.2	 49	 776.0	 770.7	 1.7	 2.7	 N	 -10.6	 -1.2	 0.00	 0.00	 0.30	 12.30	 297.30
 2105	 2018-01-10 06:42:17	 120	 -0.7	 74	 0.6	 27	 775.1	 769.7	 2.4	 3.4	 NE	 -16.3	 -2.2	 0.00	 0.00	 0.30	 12.30	 297.30
 2106	 2018-01-10 08:42:17	 120	 -0.7	 74	 0.6	 25	 774.1	 768.8	 4.1	 7.1	 SE	 -17.2	 -6.1	 0.00	 0.00	 0.30	 12.30	 297.30
 2107	 2018-01-10 10:42:17	 120	 -0.7	 74	 1.2	 24	 772.9	 767.6	 3.4	 5.4	 E	 -17.2	 -4.0	 0.00	 0.00	 0.30	 12.30	 297.30
 2108	 2018-01-10 12:42:17	 120	 -0.7	 74	 1.2	 24	 772.2	 766.9	 2.0	 3.1	 NE	 -17.2	 -0.4	 0.00	 0.00	 0.30	 12.30	 297.30
 2109	 2018-01-10 14:42:17	 120	 -0.6	 74	 0.7	 28	 771.8	 766.4	 1.0	 1.4	 S	 -15.7	 0.7	 0.00	 0.00	 0.30	 12.30	 297.30
 2110	 2018-01-10 16:42:17	 120	 -0.5	 74	 1.3	 27	 771.9	 766.6	 1.0	 1.4	 NE	 -15.7	 1.3	 0.00	 0.00	 0.30	 12.30	 297.30
 2111	 2018-01-10 18:42:17	 120	 -0.3	 74	 2.2	 24	 771.6	 766.3	 2.0	 3.1	 E	 -16.3	 0.7	 0.00	 0.00	 0.30	 12.30	 297.30
 2112	 2018-01-10 20:42:17	 120	 -0.1	 74	 1.7	 31	 771.2	 765.8	 0.7	 1.0	 ENE	 -13.6	 1.7	 0.00	 0.00	 0.30	 12.30	 297.30
 2113	 2018-01-10 22:42:17	 120	 0.0	 73	 1.0	 52	 771.2	 765.9	 2.0	 3.1	 NE	 -7.8	 -0.6	 1.20	 1.20	 1.50	 13.50	 298.50
 2114	 2018-01-11 00:42:17	 120	 0.0	 73	 1.2	 55	 771.5	 766.2	 2.7	 5.1	 E	 -6.8	 -2.4	 0.30	 0.30	 1.80	 13.80	 298.80
 2115	 2018-01-11 02:42:17	 120	 0.1	 73	 1.6	 59	 772.0	 766.7	 2.4	 3.4	 ESE	 -5.5	 -1.1	 0.00	 0.30	 1.80	 13.80	 298.80
 2116	 2018-01-11 04:42:17	 120	 0.2	 73	 2.0	 59	 772.7	 767.3	 1.0	 1.7	 NE	 -5.2	 2.0	 0.00	 0.30	 1.80	 13.80	 298.80
 2117	 2018-01-11 06:42:17	 120	 0.4	 73	 1.6	 62	 772.9	 767.6	 1.7	 2.4	 NE	 -4.9	 1.6	 0.00	 0.30	 1.80	 13.80	 298.80
 2118	 2018-01-11 08:42:17	 120	 0.4	 73	 0.7	 67	 773.3	 767.9	 0.7	 1.0	 N	 -4.7	 0.7	 0.60	 0.90	 2.40	 14.40	 299.40
 2119	 2018-01-11 10:42:17	 120	 0.4	 73	 0.3	 70	 773.7	 768.4	 0.0	 0.3	 N	 -4.5	 0.3	 0.00	 0.90	 2.40	 14.40	 299.40
 2120	 2018-01-11 12:42:17	 120	 0.4	 73	 0.4	 71	 774.3	 769.0	 0.7	 1.4	 N	 -4.2	 0.4	 0.00	 0.90	 2.40	 14.40	 299.40
 2121	 2018-01-11 14:42:17	 120	 0.4	 73	 0.3	 71	 775.4	 770.0	 1.0	 1.7	 NNE	 -4.3	 0.3	 0.00	 0.90	 2.40	 14.40	 299.40
 2122	 2018-01-11 16:42:17	 120	 0.4	 73	 0.4	 72	 776.6	 771.2	 0.7	 1.0	 N	 -4.1	 0.4	 0.00	 0.90	 2.40	 14.40	 299.40
 2123	 2018-01-11 18:42:17	 120	 0.5	 73	 0.2	 71	 777.4	 772.1	 1.0	 1.4	 NE	 -4.4	 0.2	 0.00	 0.90	 2.40	 14.40	 299.40
 2124	 2018-01-11 20:42:17	 120	 0.6	 74	 0.0	 71	 778.0	 772.7	 0.7	 1.0	 NE	 -4.6	 0.0	 0.00	 0.90	 2.40	 14.40	 299.40
 2125	 2018-01-11 22:42:17	 120	 0.5	 74	 -0.4	 72	 779.1	 773.8	 0.3	 1.0	 NE	 -4.8	 -0.4	 0.00	 0.90	 2.40	 14.40	 299.40
 2126	 2018-01-12 00:42:17	 120	 0.5	 74	 -0.7	 72	 780.2	 774.9	 0.3	 1.0	 NE	 -5.1	 -0.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2127	 2018-01-12 02:42:17	 120	 0.4	 74	 -1.4	 72	 781.3	 776.0	 0.7	 1.0	 NNE	 -5.8	 -1.4	 0.00	 0.00	 2.40	 14.40	 299.40
 2128	 2018-01-12 04:42:17	 120	 0.3	 74	 -1.2	 70	 782.3	 776.9	 0.7	 1.7	 NE	 -6.0	 -1.2	 0.00	 0.00	 2.40	 14.40	 299.40
 2129	 2018-01-12 06:42:17	 120	 0.3	 74	 -0.9	 67	 783.2	 777.8	 0.7	 1.0	 N	 -6.3	 -0.9	 0.00	 0.00	 2.40	 14.40	 299.40
 2130	 2018-01-12 08:42:17	 120	 0.2	 74	 -0.7	 67	 784.1	 778.7	 0.0	 0.0	 NW	 -6.1	 -0.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2131	 2018-01-12 10:42:17	 120	 0.2	 74	 -0.5	 67	 784.7	 779.3	 0.3	 1.0	 N	 -5.9	 -0.5	 0.00	 0.00	 2.40	 14.40	 299.40
 2132	 2018-01-12 12:42:17	 120	 0.2	 74	 -0.4	 64	 785.4	 780.1	 0.7	 1.0	 NE	 -6.4	 -0.4	 0.00	 0.00	 2.40	 14.40	 299.40
 2133	 2018-01-12 14:42:17	 120	 0.2	 74	 -0.4	 60	 786.1	 780.8	 0.3	 1.0	 E	 -7.2	 -0.4	 0.00	 0.00	 2.40	 14.40	 299.40
 2134	 2018-01-12 16:42:17	 120	 0.2	 74	 -0.2	 61	 787.1	 781.8	 0.7	 1.0	 N	 -6.8	 -0.2	 0.00	 0.00	 2.40	 14.40	 299.40
 2135	 2018-01-12 18:42:17	 120	 0.4	 74	 -0.1	 61	 787.2	 781.9	 1.0	 1.7	 N	 -6.7	 -0.1	 0.00	 0.00	 2.40	 14.40	 299.40
 2136	 2018-01-12 20:42:17	 120	 0.6	 74	 -0.2	 63	 787.5	 782.2	 1.4	 2.0	 N	 -6.4	 -0.2	 0.00	 0.00	 2.40	 14.40	 299.40
 2137	 2018-01-12 22:42:17	 120	 0.5	 74	 -0.7	 66	 787.9	 782.6	 0.0	 0.3	 N	 -6.3	 -0.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2138	 2018-01-13 00:42:17	 120	 0.5	 74	 -0.6	 69	 788.0	 782.7	 0.3	 1.0	 NE	 -5.6	 -0.6	 0.00	 0.00	 2.40	 14.40	 299.40
 2139	 2018-01-13 02:42:17	 120	 0.4	 74	 -0.6	 70	 788.3	 783.0	 0.3	 1.0	 NE	 -5.4	 -0.6	 0.00	 0.00	 2.40	 14.40	 299.40
 2140	 2018-01-13 04:42:17	 120	 0.3	 74	 -0.7	 71	 788.6	 783.3	 0.3	 0.7	 NNE	 -5.3	 -0.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2141	 2018-01-13 06:42:17	 120	 0.2	 74	 -0.8	 71	 788.6	 783.2	 0.0	 0.7	 NE	 -5.4	 -0.8	 0.00	 0.00	 2.40	 14.40	 299.40
 2142	 2018-01-13 08:42:17	 120	 0.2	 74	 -0.7	 71	 788.5	 783.2	 0.7	 1.4	 NE	 -5.3	 -0.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2143	 2018-01-13 10:42:17	 120	 0.2	 74	 -1.2	 71	 788.5	 783.2	 0.7	 1.4	 E	 -5.8	 -1.2	 0.00	 0.00	 2.40	 14.40	 299.40
 2144	 2018-01-13 12:42:17	 120	 0.2	 74	 -1.5	 70	 788.3	 783.0	 0.3	 0.7	 E	 -6.3	 -1.5	 0.00	 0.00	 2.40	 14.40	 299.40
 2145	 2018-01-13 14:42:17	 120	 0.0	 74	 -1.8	 59	 788.7	 783.4	 0.0	 0.3	 E	 -8.8	 -1.8	 0.00	 0.00	 2.40	 14.40	 299.40
 2146	 2018-01-13 16:42:17	 120	 0.0	 74	 -1.6	 47	 788.8	 783.5	 0.7	 1.4	 E	 -11.4	 -1.6	 0.00	 0.00	 2.40	 14.40	 299.40
 2147	 2018-01-13 18:42:17	 120	 0.0	 74	 -1.5	 44	 788.5	 783.2	 0.0	 0.0	 E	 -12.2	 -1.5	 0.00	 0.00	 2.40	 14.40	 299.40
 2148	 2018-01-13 20:42:17	 120	 0.0	 74	 -1.7	 46	 787.8	 782.5	 1.4	 2.0	 NE	 -11.8	 -1.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2149	 2018-01-13 22:42:17	 120	 0.0	 74	 -1.7	 42	 787.4	 782.1	 0.7	 1.7	 NE	 -12.9	 -1.7	 0.00	 0.00	 2.40	 14.40	 299.40
 2150	 2018-01-14 00:42:17	 120	 -0.1	 75	 -2.1	 41	 787.4	 782.1	 0.7	 1.0	 NE	 -13.6	 -2.1	 0.00	 0.00	 0.00	 14.40	 299.40
 2151	 2018-01-14 02:42:17	 120	 -0.2	 76	 -2.0	 45	 787.4	 782.0	 0.0	 0.0	 E	 -12.4	 -2.0	 0.00	 0.00	 0.00	 14.40	 299.40
 2152	 2018-01-14 04:42:17	 120	 -0.3	 76	 -2.2	 39	 787.0	 781.7	 0.3	 0.7	 E	 -14.3	 -2.2	 0.00	 0.00	 0.00	 14.40	 299.40
 2153	 2018-01-14 06:42:17	 120	 -0.3	 76	 -2.5	 41	 786.6	 781.3	 0.0	 0.3	 NE	 -14.0	 -2.5	 0.00	 0.00	 0.00	 14.40	 299.40
 2154	 2018-01-14 08:42:17	 120	 -0.4	 76	 -2.5	 39	 786.2	 780.8	 1.0	 1.4	 NE	 -14.6	 -2.5	 0.00	 0.00	 0.00	 14.40	 299.40
 2155	 2018-01-14 10:42:17	 120	 -0.5	 76	 -2.5	 38	 785.4	 780.1	 1.0	 1.4	 NE	 -14.9	 -2.5	 0.00	 0.00	 0.00	 14.40	 299.40
 2156	 2018-01-14 12:43:17	 121	 -0.6	 76	 -2.4	 32	 784.8	 779.5	 1.7	 2.4	 E	 -16.9	 -2.4	 0.00	 0.00	 0.00	 14.40	 299.40
 2157	 2018-01-14 14:43:17	 120	 -0.7	 76	 -2.7	 33	 784.5	 779.2	 1.4	 2.4	 SE	 -16.8	 -2.7	 0.00	 0.00	 0.00	 14.40	 299.40
 2158	 2018-01-14 16:43:17	 120	 -0.8	 76	 -2.8	 34	 784.1	 778.7	 0.3	 0.7	 E	 -16.5	 -2.8	 0.00	 0.00	 0.00	 14.40	 299.40
 2159	 2018-01-14 18:43:17	 120	 -0.7	 75	 -2.2	 29	 783.1	 777.8	 1.7	 3.1	 S	 -17.9	 -2.2	 0.00	 0.00	 0.00	 14.40	 299.40
 2160	 2018-01-14 20:43:17	 120	 -0.7	 75	 -2.5	 35	 781.7	 776.3	 1.4	 2.0	 E	 -15.9	 -2.5	 0.00	 0.00	 0.00	 14.40	 299.40
 2161	 2018-01-14 22:43:17	 120	 -0.9	 75	 -2.1	 37	 780.4	 775.1	 2.0	 3.1	 SE	 -14.8	 -3.8	 0.00	 0.00	 0.00	 14.40	 299.40
 2162	 2018-01-15 00:43:17	 120	 -0.9	 75	 -1.7	 37	 778.7	 773.3	 1.7	 3.1	 S	 -14.5	 -1.7	 0.00	 0.00	 0.00	 14.40	 299.40
 2163	 2018-01-15 02:43:17	 120	 -0.9	 75	 -1.6	 36	 777.4	 772.1	 2.7	 5.1	 SE	 -14.7	 -5.5	 0.00	 0.00	 0.00	 14.40	 299.40
 2164	 2018-01-15 04:43:17	 120	 -0.9	 75	 -1.2	 35	 776.2	 770.9	 3.7	 5.4	 SE	 -14.7	 -7.5	 0.00	 0.00	 0.00	 14.40	 299.40
 2165	 2018-01-15 06:43:17	 120	 -0.9	 75	 -1.6	 34	 774.9	 769.6	 3.4	 5.1	 SE	 -15.4	 -7.3	 0.00	 0.00	 0.00	 14.40	 299.40
 2166	 2018-01-15 08:43:17	 120	 -0.9	 75	 -1.8	 37	 773.4	 768.1	 5.4	 7.1	 SSE	 -14.6	 -11.3	 0.00	 0.00	 0.00	 14.40	 299.40
 2167	 2018-01-15 10:43:17	 120	 -0.9	 75	 -2.0	 37	 770.9	 765.6	 4.1	 5.8	 ESE	 -14.8	 -9.3	 0.00	 0.00	 0.00	 14.40	 299.40
 2168	 2018-01-15 12:43:17	 120	 -0.9	 75	 -1.9	 37	 768.8	 763.5	 4.1	 6.1	 NNE	 -14.7	 -9.2	 0.30	 0.30	 0.30	 14.70	 299.70
 2169	 2018-01-15 14:43:17	 120	 -1.0	 75	 -1.6	 40	 767.1	 761.8	 3.7	 6.5	 SE	 -13.4	 -8.0	 0.00	 0.30	 0.30	 14.70	 299.70
 2170	 2018-01-15 16:43:17	 120	 -1.0	 75	 -0.9	 41	 765.2	 759.9	 3.4	 5.4	 E	 -12.5	 -6.5	 0.00	 0.30	 0.30	 14.70	 299.70
 2171	 2018-01-15 18:43:17	 120	 -0.9	 75	 0.0	 42	 762.3	 757.0	 5.4	 8.8	 SE	 -11.4	 -9.0	 0.00	 0.30	 0.30	 14.70	 299.70
 2172	 2018-01-15 20:43:17	 120	 -0.7	 75	 0.1	 37	 759.9	 754.6	 4.1	 5.8	 SE	 -12.9	 -6.8	 0.00	 0.30	 0.30	 14.70	 299.70
 2173	 2018-01-15 22:43:17	 120	 -0.6	 75	 -0.2	 40	 756.8	 751.5	 3.7	 6.1	 SE	 -12.2	 -6.3	 0.00	 0.30	 0.30	 14.70	 299.70
 2174	 2018-01-16 00:43:17	 120	 -0.6	 75	 -1.1	 56	 754.2	 748.9	 2.0	 3.7	 SE	 -8.8	 -2.8	 0.00	 0.00	 0.30	 14.70	 299.70
 2175	 2018-01-16 02:43:17	 120	 -0.6	 75	 -0.9	 69	 751.9	 746.6	 5.1	 6.8	 SE	 -5.9	 -9.7	 0.00	 0.00	 0.30	 14.70	 299.70
 2176	 2018-01-16 04:43:17	 120	 -0.5	 75	 -0.2	 73	 749.6	 744.2	 2.7	 4.1	 E	 -4.5	 -3.9	 0.00	 0.00	 0.30	 14.70	 299.70
 2177	 2018-01-16 06:43:17	 120	 -0.5	 76	 0.1	 75	 746.9	 741.5	 5.4	 7.8	 SE	 -3.8	 -8.9	 0.00	 0.00	 0.30	 14.70	 299.70
 2178	 2018-01-16 08:43:17	 120	 -0.4	 76	 0.0	 76	 744.5	 739.1	 2.0	 3.7	 ESE	 -3.7	 -1.6	 0.00	 0.00	 0.30	 14.70	 299.70
 2179	 2018-01-16 10:43:17	 120	 -0.3	 76	 0.0	 77	 741.8	 736.5	 3.7	 5.1	 E	 -3.5	 -6.1	 0.00	 0.00	 0.30	 14.70	 299.70
 2180	 2018-01-16 12:43:17	 120	 -0.2	 76	 0.1	 77	 739.7	 734.4	 2.4	 4.4	 E	 -3.5	 -2.8	 0.00	 0.00	 0.30	 14.70	 299.70
 2181	 2018-01-16 14:43:17	 120	 -0.1	 76	 0.2	 77	 738.2	 732.8	 1.7	 2.4	 NE	 -3.4	 0.2	 0.00	 0.00	 0.30	 14.70	 299.70
 2182	 2018-01-16 16:43:17	 120	 0.0	 75	 0.3	 77	 737.1	 731.8	 1.7	 3.1	 SE	 -3.3	 0.3	 0.00	 0.00	 0.30	 14.70	 299.70
 2183	 2018-01-16 18:43:17	 120	 0.2	 75	 2.3	 78	 737.8	 732.5	 4.4	 6.8	 SE	 -1.1	 -4.6	 0.90	 0.90	 1.20	 15.60	 300.60
 2184	 2018-01-16 20:43:17	 120	 0.6	 75	 3.1	 77	 738.8	 733.5	 2.4	 3.7	 SE	 -0.5	 0.5	 0.60	 1.50	 1.80	 16.20	 301.20
 2185	 2018-01-16 22:43:17	 120	 0.7	 75	 2.9	 70	 739.9	 734.6	 2.0	 3.7	 SE	 -2.0	 1.4	 0.00	 1.50	 1.80	 16.20	 301.20
 2186	 2018-01-17 00:43:17	 120	 0.7	 75	 1.4	 71	 740.7	 735.4	 1.0	 1.7	 E	 -3.3	 1.4	 0.00	 0.00	 1.80	 16.20	 301.20
 2187	 2018-01-17 02:43:17	 120	 0.7	 75	 1.5	 73	 741.5	 736.1	 1.7	 2.7	 ESE	 -2.8	 1.5	 0.30	 0.30	 2.10	 16.50	 301.50
 2188	 2018-01-17 04:43:17	 120	 0.6	 75	 0.1	 73	 742.0	 736.7	 1.0	 1.4	 W	 -4.2	 0.1	 0.00	 0.30	 2.10	 16.50	 301.50
 2189	 2018-01-17 06:43:17	 120	 0.5	 75	 0.2	 74	 742.5	 737.2	 0.0	 0.3	 SE	 -3.9	 0.2	 0.00	 0.30	 2.10	 16.50	 301.50
 2190	 2018-01-17 08:43:17	 120	 0.5	 75	 0.1	 74	 742.7	 737.4	 0.0	 0.3	 SE	 -4.0	 0.1	 0.00	 0.30	 2.10	 16.50	 301.50
 2191	 2018-01-17 10:43:17	 120	 0.4	 75	 0.1	 75	 743.0	 737.7	 0.0	 0.3	 SE	 -3.8	 0.1	 0.00	 0.30	 2.10	 16.50	 301.50
 2192	 2018-01-17 12:43:17	 120	 0.4	 75	 -0.5	 75	 743.6	 738.3	 0.0	 0.3	 SE	 -4.4	 -0.5	 0.00	 0.30	 2.10	 16.50	 301.50
 2193	 2018-01-17 14:43:17	 120	 0.4	 75	 0.0	 75	 744.7	 739.4	 0.0	 0.3	 SE	 -3.9	 0.0	 0.30	 0.60	 2.40	 16.80	 301.80
 2194	 2018-01-17 16:43:17	 120	 0.5	 75	 0.3	 76	 745.7	 740.4	 0.0	 0.0	 SE	 -3.4	 0.3	 0.00	 0.60	 2.40	 16.80	 301.80
 2195	 2018-01-17 18:43:17	 120	 0.7	 75	 0.6	 78	 746.0	 740.6	 0.0	 0.3	 N	 -2.8	 0.6	 0.00	 0.60	 2.40	 16.80	 301.80
 2196	 2018-01-17 20:43:17	 120	 0.8	 75	 0.4	 77	 746.9	 741.5	 0.0	 0.3	 N	 -3.2	 0.4	 0.00	 0.60	 2.40	 16.80	 301.80
 2197	 2018-01-17 22:43:17	 120	 0.8	 75	 -0.4	 77	 747.8	 742.4	 0.0	 0.0	 NE	 -3.9	 -0.4	 0.00	 0.60	 2.40	 16.80	 301.80
